date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:27:09	74370/74370	---M--	200	added ('OK')	image/jpeg	etag:%225d233600-12282%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/faces/card-profile1-square.jpg	C:/My%20Web%20Sites/dash/demos.creative-tim.com/material-dashboard-pro/assets/img/faces/card-profile1-square.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/rtl.html)
12:27:10	547677/547677	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-85b5d%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/login.jpg	C:/My%20Web%20Sites/dash/demos.creative-tim.com/material-dashboard-pro/assets/img/login.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/login.html)
12:27:10	545914/545914	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-8547a%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/register.jpg	C:/My%20Web%20Sites/dash/demos.creative-tim.com/material-dashboard-pro/assets/img/register.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/register.html)
12:27:11	54633/54633	---M--	200	added ('OK')	image/jpeg	etag:%225d233600-d569%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/faces/marc.jpg	C:/My%20Web%20Sites/dash/demos.creative-tim.com/material-dashboard-pro/assets/img/faces/marc.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/user.html)
12:27:11	307193/307193	---M--	200	added ('OK')	image/jpeg	etag:%225d233600-4aff9%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/clint-mckoy.jpg	C:/My%20Web%20Sites/dash/demos.creative-tim.com/material-dashboard-pro/assets/img/clint-mckoy.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/error.html)
12:27:12	1006309/1006309	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-f5ae5%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/lock.jpg	C:/My%20Web%20Sites/dash/demos.creative-tim.com/material-dashboard-pro/assets/img/lock.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/lock.html)
12:27:12	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225dfa05cc-4d7%22	https://demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/dash/demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/regular.html)
12:27:12	44534/44534	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-adf6%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/image_placeholder.jpg	C:/My%20Web%20Sites/dash/demos.creative-tim.com/material-dashboard-pro/assets/img/image_placeholder.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/extended.html)
12:27:12	18015/18015	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-465f%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/placeholder.jpg	C:/My%20Web%20Sites/dash/demos.creative-tim.com/material-dashboard-pro/assets/img/placeholder.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/extended.html)
12:27:12	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202019%2008:27:12%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/forms/true	C:/My%20Web%20Sites/dash/demos.creative-tim.com/material-dashboard-pro/examples/forms/true	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/validation.html)
12:27:13	2864/2864	---M--	200	added ('OK')	image/png	etag:%225d233600-b30%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/default-avatar.png	C:/My%20Web%20Sites/dash/demos.creative-tim.com/material-dashboard-pro/assets/img/default-avatar.png	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/wizard.html)
12:27:13	12146/12146	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-2f72%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/product1.jpg	C:/My%20Web%20Sites/dash/demos.creative-tim.com/material-dashboard-pro/assets/img/product1.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html)
12:27:14	9677/9677	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-25cd%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/product2.jpg	C:/My%20Web%20Sites/dash/demos.creative-tim.com/material-dashboard-pro/assets/img/product2.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html)
12:27:14	21624/21624	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-5478%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/product3.jpg	C:/My%20Web%20Sites/dash/demos.creative-tim.com/material-dashboard-pro/assets/img/product3.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html)
12:27:15	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202019%2008:27:14%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/POST	C:/My%20Web%20Sites/dash/demos.creative-tim.com/material-dashboard-pro/examples/POST	(from http://connect.facebook.net/en_US/fbevents.js)
